Year,Sort order,Country,Notes,Code,Type of data (a),Immigrants
2010,2010194,Cayman Islands,,136,C,24057
2010,2010195,Cuba,,192,B,14818
2010,2010196,Curaçao,,531,B,34627
2010,2010197,Dominica,,212,B,5765
2010,2010198,Dominican Republic,,214,B,393720
2010,2010199,Grenada,,308,B,6980
2010,2010200,Guadeloupe,23,312,B,94942
2010,2010201,Haiti,,332,B,35104
2010,2010202,Jamaica,,388,B,23677
2010,2010203,Martinique,,474,B,59575
2010,2010204,Montserrat,,500,B,1277
2010,2010205,Puerto Rico,,630,B,304969
2010,2010206,St. Kitts and Nevis,,659,B,7245
2010,2010207,St. Lucia,,662,B,12100
2010,2010208,St. Vincent and the Grenadines,,670,B,4485
2010,2010209,St. Martin,,534,B,26200
2010,2010210,Trinidad and Tobago,,780,B,48226
2010,2010211,Turks and Caicos Islands,,796,B,17216
2010,2010212,Virgin Islands (U.S.),,850,B,56684
2010,2010213,Central America,,916,,1749940
2010,2010214,Belize,,84,B R ,46360
2010,2010215,Costa Rica,,188,B R,405404
2010,2010216,El Salvador,,222,B R,40324
2010,2010217,Guatemala,,320,B R,66384
2010,2010218,Honduras,,340,B R,27288
2010,2010219,Mexico,,484,B R,969538
2010,2010220,Nicaragua,,558,B R,37333
2010,2010221,Panama,,591,B,157309
2010,2010222,South America,,931,,5143123
2010,2010223,Argentina,,32,B,1805957
2010,2010224,Bolivia,,68,B,122846
2010,2010225,Brazil,,76,B,592568
2010,2010226,Chile,,152,B,369436
2010,2010227,Colombia,,170,B,124271
2010,2010228,Ecuador,,218,B R,325366
2010,2010229,Falkland Islands (Malvinas),,238,B,1436
2010,2010230,French Guiana,,254,B,96288
2010,2010231,Guyana,,328,B,13126
2010,2010232,Paraguay,,600,B,160299
2010,2010233,Peru,,604,B,84066
2010,2010234,Suriname,,740,C,39713
2010,2010235,Uruguay,,858,B,76263
2010,2010236,Venezuela,,862,B,1331488
2010,2010237,NORTHERN AMERICA,,905,,50970996
2010,2010238,Bermuda,,60,B,18884
2010,2010239,Canada,,124,B,6761226
2010,2010240,Greenland,,304,B,6226
2010,2010241,St. Pierre and Miquelon,,666,B,1017
2010,2010242,United States,,840,B,44183643
2010,2010243,OCEANIA,,909,,7124634
2010,2010244,Australia/New Zealand,,927,,6830423
2010,2010245,Australia,24,36,B,5882980
2010,2010246,New Zealand,,554,B,947443
2010,2010247,Melanesia,,928,,105684
2010,2010248,Fiji,,242,B,13351
2010,2010249,New Caledonia,,540,B,61158
2010,2010250,Papua New Guinea,,598,C R,25424
2010,2010251,Solomon Islands,,90,B,2760
2010,2010252,Vanuatu,,548,B,2991
2010,2010253,Micronesia,,954,,115948
2010,2010254,Guam,,316,B,75416
2010,2010255,Kiribati,,296,B,2868
2010,2010256,Marshall Islands,,584,B,3089
2010,2010257,Micronesia,,583,B,2805
2010,2010258,Nauru,,520,C,2112
2010,2010259,Northern Mariana Islands,,580,B,24168
2010,2010260,Palau,,585,B,5490
2010,2010261,Polynesia,25,957,,72579
2010,2010262,American Samoa,,16,B,23555
2010,2010263,Cook Islands,,184,B,3769
2010,2010264,French Polynesia,,258,B,31640
2010,2010265,Niue,,570,B,545
2010,2010266,Samoa,,882,B,5122
2010,2010267,Tokelau,,772,B,429
2010,2010268,Tonga,,776,B,4589
2010,2010269,Tuvalu,,798,C,154
2010,2010270,Wallis and Futuna Islands,,876,B,2776
2015,2015001,WORLD,,900,,247585744
2015,2015002,More developed regions,b,901,,140250197
2015,2015003,Less developed regions,c,902,,107335547
2015,2015004,Least developed countries,d,941,,13804757
2015,2015005,"Less developed regions, excluding least developed countries",,934,,93530790
2015,2015006,High-income countries,e,1503,,156816897
2015,2015007,Middle-income countries,e,1517,,79772836
2015,2015008,Upper-middle-income countries,e,1502,,48222417
2015,2015009,Lower-middle-income countries,e,1501,,31550419
2015,2015010,Low-income countries,e,1500,,10491456
2015,2015011,Sub-Saharan Africa,f,947,,21705234
2015,2015012,AFRICA,,903,,23436088
2015,2015013,Eastern Africa,,910,,6920965
2015,2015014,Burundi,,108,B R,289810
2015,2015015,Comoros,,174,B,12555
2015,2015016,Djibouti,,262,B R,112351
2015,2015017,Eritrea,,232,I,15941
2015,2015018,Ethiopia,,231,B R,1162576
2015,2015019,Kenya,,404,B R,1084357
2015,2015020,Madagascar,,450,C,32075
2015,2015021,Malawi,,454,B R,232803
2015,2015022,Mauritius,1,480,C,28585
2015,2015023,Mayotte,,175,B,73992
2015,2015024,Mozambique,,508,B R,238930
2015,2015025,Réunion,,638,B,127209
2015,2015026,Rwanda,,646,B R,441525
2015,2015027,Seychelles,,690,B,12791
2015,2015028,Somalia,,706,I R,41578
2015,2015029,South Sudan,,728,B R,844122
2015,2015030,Uganda,,800,B R,1197162
2015,2015031,Tanzania,2,834,B R,413309
2015,2015032,Zambia,,894,B R,155428
2015,2015033,Zimbabwe,,716,B R,403866
2015,2015034,Middle Africa,,911,,3436978
2015,2015035,Angola,,24,B R,632178
2015,2015036,Cameroon,,120,B C,508357
2015,2015037,Central African Republic,,140,C,81598
2015,2015038,Chad,,148,B R,516968
2015,2015039,Republic of the Congo,,178,B,392996
2015,2015040,Democratic Republic of the Congo,,180,B R,824492
2015,2015041,Equatorial Guinea,,226,C,209611
2015,2015042,Gabon,,266,C,268384
2015,2015043,Sao Tome and Principe,,678,C,2394
2015,2015044,Northern Africa,,912,,2354732
2015,2015045,Algeria,,12,B R,239473
2015,2015046,Egypt,,818,B R,565931
2015,2015047,Libya,,434,C,771146
2015,2015048,Morocco,,504,C,92424
2015,2015049,Sudan,3,729,B R,623878
2015,2015050,Tunisia,,788,C,56701
2015,2015051,Western Sahara,,732,I,5179
2015,2015052,Southern Africa,,913,,4112793
2015,2015053,Botswana,,72,C,160644
2015,2015054,Lesotho,,426,C R,6572
2015,2015055,Namibia,,516,B,96888
2015,2015056,South Africa,,710,B R,3816696
2015,2015057,Swaziland,,748,B R,31993
2015,2015058,Western Africa,,914,,6610620
2015,2015059,Benin,,204,C B R,245399
2015,2015060,Burkina Faso,,854,B R,704676
2015,2015061,Cape Verde,,132,B,14924
2015,2015062,Ivory Coast,,384,C B,2175399
2015,2015063,Gambia,,270,B,192540
2015,2015064,Ghana,,288,B,399471
2015,2015065,Guinea,,324,C R,126386
2015,2015066,Guinea-Bissau,,624,B R,22333
2015,2015067,Liberia,,430,B,113779
2015,2015068,Mali,,466,B R,365145
2015,2015069,Mauritania,,478,C R,166552
2015,2015070,Niger,,562,B R,252998
2015,2015071,Nigeria,,566,C R,1199115
2015,2015072,St. Helena,4,654,B,604
2015,2015073,Senegal,,686,B R,263242
2015,2015074,Sierra Leone,,694,B R,91213
2015,2015075,Togo,,768,C R,276844
2015,2015076,ASIA,,935,,76558152
2015,2015077,Central Asia,,5500,,5393504
2015,2015078,Kazakhstan,,398,B,3546778
2015,2015079,Kyrgyzstan,,417,B,204382
2015,2015080,Tajikistan,,762,B,275059
2015,2015081,Turkmenistan,,795,B,196386
2015,2015082,Uzbekistan,,860,B,1170899
2015,2015083,Eastern Asia,,906,,7600768
2015,2015084,China,5,156,C,978046
2015,2015085,Hong Kong,6,344,B,2838665
2015,2015086,Macao,7,446,B,342703
2015,2015087,North Korea,,408,I,48458
2015,2015088,Japan,,392,C,2232189
2015,2015089,Mongolia,,496,C,17620
2015,2015090,South Korea,,410,C,1143087
2015,2015091,Southern Asia,,5501,,14173830
2015,2015092,Afghanistan,,4,B,489749
2015,2015093,Bangladesh,,50,B R,1422805
2015,2015094,Bhutan,,64,B,51106
2015,2015095,India,,356,B R,5240960
2015,2015096,Iran,,364,B R,2726420
2015,2015097,Maldives,,462,C,64273
2015,2015098,Nepal,,524,B R,509855
2015,2015099,Pakistan,,586,B R,3628956
2015,2015100,Sri Lanka,,144,B R,39706
2015,2015101,South-Eastern Asia,,920,,9609923
2015,2015102,Brunei,,96,B,102733
2015,2015103,Cambodia,,116,B,73963
2015,2015104,Indonesia,,360,B R,338124
2015,2015105,Laos,,418,C R,44575
2015,2015106,Malaysia,8,458,C R,2650617
2015,2015107,Myanmar,,104,C,73308
2015,2015108,Philippines,,608,C R,211862
2015,2015109,Singapore,,702,B,2543638
2015,2015110,Thailand,,764,B R,3486526
2015,2015111,Timor-Leste,,626,B,11784
2015,2015112,Vietnam,,704,C R,72793
2015,2015113,Western Asia,,922,,39780127
2015,2015114,Armenia,,51,B R,191199
2015,2015115,Azerbaijan,9,31,B R,264241
2015,2015116,Bahrain,,48,C,704137
2015,2015117,Cyprus,10,196,B,192020
2015,2015118,Georgia,11,268,B,76685
2015,2015119,Iraq,,368,C R,359381
2015,2015120,Israel,,376,B R,2011727
2015,2015121,Jordan,,400,C R,3112026
2015,2015122,Kuwait,,414,C R,2866136
2015,2015123,Lebanon,,422,B R,1973204
2015,2015124,Oman,,512,C,1814591
2015,2015125,Qatar,,634,C,1687640
2015,2015126,Saudi Arabia,,682,C R,10771366
2015,2015127,West Bank and Gaza Strip,12,275,B,255507
2015,2015128,Syria,,760,C R,993940
2015,2015129,Turkey,,792,B R,4131302
2015,2015130,United Arab Emirates,,784,C R,7995126
2015,2015131,Yemen,,887,CR,379899
2015,2015132,EUROPE,,908,,74501508
2015,2015133,Eastern Europe,,923,,19880519
2015,2015134,Belarus,,112,B,1082905
2015,2015135,Bulgaria,,100,B,133803
2015,2015136,Czechia,,203,C,416454
2015,2015137,Hungary,,348,B R,475508
2015,2015138,Poland,,616,B,611855
2015,2015139,Moldova,13,498,B,142904
2015,2015140,Romania,,642,B,281048
2015,2015141,Russia,,643,B,11643276
2015,2015142,Slovakia,,703,B,177624
2015,2015143,Ukraine,14,804,B,4915142
2015,2015144,Northern Europe,,924,,13188813
2015,2015145,Channel Islands,15,830,B,82307
2015,2015146,Denmark,,208,B,595876
2015,2015147,Estonia,,233,B,194664
2015,2015148,Faeroe Islands,,234,B,5517
2015,2015149,Finland,16,246,B,314856
2015,2015150,Iceland,,352,B,39072
2015,2015151,Ireland,,372,B,749943
2015,2015152,Isle of Man,,833,B,45221
2015,2015153,Latvia,,428,B,265418
2015,2015154,Lithuania,,440,B,136021
2015,2015155,Norway,17,578,B,746375
2015,2015156,Sweden,,752,B,1602522
2015,2015157,United Kingdom,,826,B,8411021
2015,2015158,Southern Europe,,925,,15830496
2015,2015159,Albania,,8,B,52031
2015,2015160,Andorra,,20,C,42082
2015,2015161,Bosnia-Herzegovina,,70,I R,38574
2015,2015162,Croatia,,191,B R,575738
2015,2015163,Gibraltar,,292,B,11065
2015,2015164,Greece,,300,B,1242924
2015,2015165,Holy See,18,336,I,803
2015,2015166,Italy,,380,B,5805325
2015,2015167,Malta,,470,B,42430
2015,2015168,Montenegro,,499,B,82541
2015,2015169,Portugal,,620,B,864814
2015,2015170,San Marino,,674,C,5174
2015,2015171,Serbia,19,688,B,807441
2015,2015172,Slovenia,,705,B,237616
2015,2015173,Spain,20,724,B,5891208
2015,2015174,Macedonia,21,807,B,130730
2015,2015175,Western Europe,,926,,25601680
2015,2015176,Austria,,40,B,1492374
2015,2015177,Belgium,,56,C,1252380
2015,2015178,France,,250,B,7918382
2015,2015179,Germany,,276,B,10220418
2015,2015180,Liechtenstein,,438,B,23799
2015,2015181,Luxembourg,,442,B,260573
2015,2015182,Monaco,,492,B,21042
2015,2015183,Netherlands,,528,B,1996318
2015,2015184,Switzerland,,756,B,2416394
2015,2015185,LATIN AMERICA AND THE CARIBBEAN,,904,,9272027
2015,2015186,Caribbean,,915,,1385784
2015,2015187,Anguilla,,660,B,5470
2015,2015188,Antigua and Barbuda,,28,B,28083
2015,2015189,Aruba,,533,B,36114
2015,2015190,Bahamas,,44,B,59306
2015,2015191,Barbados,,52,B,34475
2015,2015192,British Virgin Islands,,92,B,19132
2015,2015193,Caribbean Netherlands,22,535,B,13002
2015,2015194,Cayman Islands,,136,C,23726
2015,2015195,Cuba,,192,B,13336
2015,2015196,Curaçao,,531,B,37611
2015,2015197,Dominica,,212,B,6720
2015,2015198,Dominican Republic,,214,B,415564
2015,2015199,Grenada,,308,B,7057
2015,2015200,Guadeloupe,23,312,B,98507
2015,2015201,Haiti,,332,B,39529
2015,2015202,Jamaica,,388,B,23167
2015,2015203,Martinique,,474,B,61731
2015,2015204,Montserrat,,500,B,1351
2015,2015205,Puerto Rico,,630,B,280494
2015,2015206,St. Kitts and Nevis,,659,B,7443
2015,2015207,St. Lucia,,662,B,12771
2015,2015208,St. Vincent and the Grenadines,,670,B,4577
2015,2015209,St. Martin,,534,B,27295
2015,2015210,Trinidad and Tobago,,780,B,49883
2015,2015211,Turks and Caicos Islands,,796,B,22719
2015,2015212,Virgin Islands (U.S.),,850,B,56721
2015,2015213,Central America,,916,,2043212
2015,2015214,Belize,,84,B R ,54674
2015,2015215,Costa Rica,,188,B R,411697
2015,2015216,El Salvador,,222,B R,42045
2015,2015217,Guatemala,,320,B R,78352
2015,2015218,Honduras,,340,B R,38317
2015,2015219,Mexico,,484,B R,1193155
2015,2015220,Nicaragua,,558,B R,40262
2015,2015221,Panama,,591,B,184710
2015,2015222,South America,,931,,5843031
2015,2015223,Argentina,,32,B,2086302
2015,2015224,Bolivia,,68,B,142989
2015,2015225,Brazil,,76,B,716568
2015,2015226,Chile,,152,B,469436
2015,2015227,Colombia,,170,B,139134
2015,2015228,Ecuador,,218,B R,387513
2015,2015229,Falkland Islands (Malvinas),,238,B,1571
2015,2015230,French Guiana,,254,B,106108
2015,2015231,Guyana,,328,B,15384
2015,2015232,Paraguay,,600,B,156462
2015,2015233,Peru,,604,B,91481
2015,2015234,Suriname,,740,C,46836
2015,2015235,Uruguay,,858,B,78799
2015,2015236,Venezuela,,862,B,1404448
2015,2015237,NORTHERN AMERICA,,905,,55766224
2015,2015238,Bermuda,,60,B,19126
2015,2015239,Canada,,124,B,7561226
2015,2015240,Greenland,,304,B,6009
2015,2015241,St. Pierre and Miquelon,,666,B,986
2015,2015242,United States,,840,B,48178877
2015,2015243,OCEANIA,,909,,8051745
2015,2015244,Australia/New Zealand,,927,,7750276
2015,2015245,Australia,24,36,B,6710540
2015,2015246,New Zealand,,554,B,1039736
2015,2015247,Melanesia,,928,,114595
2015,2015248,Fiji,,242,B,13751
2015,2015249,New Caledonia,,540,B,64290
2015,2015250,Papua New Guinea,,598,C R,30782
2015,2015251,Solomon Islands,,90,B,2585
2015,2015252,Vanuatu,,548,B,3187
2015,2015253,Micronesia,,954,,115311
2015,2015254,Guam,,316,B,76089
2015,2015255,Kiribati,,296,B,2919
2015,2015256,Marshall Islands,,584,B,3284
2015,2015257,Micronesia,,583,B,2756
2015,2015258,Nauru,,520,C,3678
2015,2015259,Northern Mariana Islands,,580,B,21648
2015,2015260,Palau,,585,B,4937
2015,2015261,Polynesia,25,957,,71563
2015,2015262,American Samoa,,16,B,23513
2015,2015263,Cook Islands,,184,B,4152
2015,2015264,French Polynesia,,258,B,30058
2015,2015265,Niue,,570,B,557
2015,2015266,Samoa,,882,B,4929
2015,2015267,Tokelau,,772,B,487
2015,2015268,Tonga,,776,B,4877
2015,2015269,Tuvalu,,798,C,141
2015,2015270,Wallis and Futuna Islands,,876,B,2849
2017,2017001,WORLD,,900,,257715425
2017,2017002,More developed regions,b,901,,145983830
2017,2017003,Less developed regions,c,902,,111731595
2017,2017004,Least developed countries,d,941,,14441715
2017,2017005,"Less developed regions, excluding least developed countries",,934,,97289880
2017,2017006,High-income countries,e,1503,,164846887
2017,2017007,Middle-income countries,e,1517,,81439828
2017,2017008,Upper-middle-income countries,e,1502,,49731791
2017,2017009,Lower-middle-income countries,e,1501,,31708037
2017,2017010,Low-income countries,e,1500,,10914651
2017,2017011,Sub-Saharan Africa,f,947,,22975988
2017,2017012,AFRICA,,903,,24650223
2017,2017013,Eastern Africa,,910,,7591799
2017,2017014,Burundi,,108,B R,299569
2017,2017015,Comoros,,174,B,12555
2017,2017016,Djibouti,,262,B R,116089
2017,2017017,Eritrea,,232,I,16041
2017,2017018,Ethiopia,,231,B R,1227143
2017,2017019,Kenya,,404,B R,1078572
2017,2017020,Madagascar,,450,C,33844
2017,2017021,Malawi,,454,B R,237104
2017,2017022,Mauritius,1,480,C,28713
2017,2017023,Mayotte,,175,B,74399
2017,2017024,Mozambique,,508,B R,246954
2017,2017025,Réunion,,638,B,129153
2017,2017026,Rwanda,,646,B R,443088
2017,2017027,Seychelles,,690,B,12926
2017,2017028,Somalia,,706,I R,44868
2017,2017029,South Sudan,,728,B R,845239
2017,2017030,Uganda,,800,B R,1692120
2017,2017031,Tanzania,2,834,B R,492574
2017,2017032,Zambia,,894,B R,156982
2017,2017033,Zimbabwe,,716,B R,403866
2017,2017034,Middle Africa,,911,,3539697
2017,2017035,Angola,,24,B R,638499
2017,2017036,Cameroon,,120,B C,540266
2017,2017037,Central African Republic,,140,C,88774
2017,2017038,Chad,,148,B R,489690
2017,2017039,Republic of the Congo,,178,B,398890
2017,2017040,Democratic Republic of the Congo,,180,B R,879223
2017,2017041,Equatorial Guinea,,226,C,221865
2017,2017042,Gabon,,266,C,280197
2017,2017043,Sao Tome and Principe,,678,C,2293
2017,2017044,Northern Africa,,912,,2410056
2017,2017045,Algeria,,12,B R,248624
2017,2017046,Egypt,,818,B R,478310
2017,2017047,Libya,,434,C,788419
2017,2017048,Morocco,,504,C,95835
2017,2017049,Sudan,3,729,B R,735821
2017,2017050,Tunisia,,788,C,57663
2017,2017051,Western Sahara,,732,I,5384
2017,2017052,Southern Africa,,913,,4338205
2017,2017053,Botswana,,72,C,166430
2017,2017054,Lesotho,,426,C R,6749
2017,2017055,Namibia,,516,B,95067
2017,2017056,South Africa,,710,B R,4036696
2017,2017057,Swaziland,,748,B R,33263
2017,2017058,Western Africa,,914,,6770466
2017,2017059,Benin,,204,C B R,253284
2017,2017060,Burkina Faso,,854,B R,708921
2017,2017061,Cape Verde,,132,B,15295
2017,2017062,Ivory Coast,,384,C B,2197152
2017,2017063,Gambia,,270,B,205063
2017,2017064,Ghana,,288,B,417642
2017,2017065,Guinea,,324,C R,122796
2017,2017066,Guinea-Bissau,,624,B R,23405
2017,2017067,Liberia,,430,B,98630
2017,2017068,Mali,,466,B R,383721
2017,2017069,Mauritania,,478,C R,168438
2017,2017070,Niger,,562,B R,295610
2017,2017071,Nigeria,,566,C R,1235088
2017,2017072,St. Helena,4,654,B,606
2017,2017073,Senegal,,686,B R,265601
2017,2017074,Sierra Leone,,694,B R,95248
2017,2017075,Togo,,768,C R,283966
2017,2017076,ASIA,,935,,79586709
2017,2017077,Central Asia,,5500,,5462972
2017,2017078,Kazakhstan,,398,B,3635168
2017,2017079,Kyrgyzstan,,417,B,200294
2017,2017080,Tajikistan,,762,B,273259
2017,2017081,Turkmenistan,,795,B,195061
2017,2017082,Uzbekistan,,860,B,1159190
2017,2017083,Eastern Asia,,906,,7776716
2017,2017084,China,5,156,C,999527
2017,2017085,Hong Kong,6,344,B,2883051
2017,2017086,Macao,7,446,B,353654
2017,2017087,North Korea,,408,I,48939
2017,2017088,Japan,,392,C,2321476
2017,2017089,Mongolia,,496,C,18204
2017,2017090,South Korea,,410,C,1151865
2017,2017091,Southern Asia,,5501,,13582402
2017,2017092,Afghanistan,,4,B,133612
2017,2017093,Bangladesh,,50,B R,1500921
2017,2017094,Bhutan,,64,B,52296
2017,2017095,India,,356,B R,5188550
2017,2017096,Iran,,364,B R,2699155
2017,2017097,Maldives,,462,C,67026
2017,2017098,Nepal,,524,B R,502670
2017,2017099,Pakistan,,586,B R,3398154
2017,2017100,Sri Lanka,,144,B R,40018
2017,2017101,South-Eastern Asia,,920,,9873600
2017,2017102,Brunei,,96,B,108612
2017,2017103,Cambodia,,116,B,76329
2017,2017104,Indonesia,,360,B R,345930
2017,2017105,Laos,,418,C R,45466
2017,2017106,Malaysia,8,458,C R,2703629
2017,2017107,Myanmar,,104,C,74660
2017,2017108,Philippines,,608,C R,218530
2017,2017109,Singapore,,702,B,2623404
2017,2017110,Thailand,,764,B R,3588873
2017,2017111,Timor-Leste,,626,B,12063
2017,2017112,Vietnam,,704,C R,76104
2017,2017113,Western Asia,,922,,42891019
2017,2017114,Armenia,,51,B R,190719
2017,2017115,Azerbaijan,9,31,B R,259241
2017,2017116,Bahrain,,48,C,722649
2017,2017117,Cyprus,10,196,B,188973
2017,2017118,Georgia,11,268,B,78218
2017,2017119,Iraq,,368,C R,366568
2017,2017120,Israel,,376,B R,1962123
2017,2017121,Jordan,,400,C R,3233553
2017,2017122,Kuwait,,414,C R,3123431
2017,2017123,Lebanon,,422,B R,1939212
2017,2017124,Oman,,512,C,2073292
2017,2017125,Qatar,,634,C,1721392
2017,2017126,Saudi Arabia,,682,C R,12185284
2017,2017127,West Bank and Gaza Strip,12,275,B,253735
2017,2017128,Syria,,760,C R,1013818
2017,2017129,Turkey,,792,B R,4881966
2017,2017130,United Arab Emirates,,784,C R,8312524
2017,2017131,Yemen,,887,CR,384321
2017,2017132,EUROPE,,908,,77895217
2017,2017133,Eastern Europe,,923,,20121711
2017,2017134,Belarus,,112,B,1078652
2017,2017135,Bulgaria,,100,B,153803
2017,2017136,Czechia,,203,C,433290
2017,2017137,Hungary,,348,B R,503787
2017,2017138,Poland,,616,B,640937
2017,2017139,Moldova,13,498,B,140045
2017,2017140,Romania,,642,B,370753
2017,2017141,Russia,,643,B,11651509
2017,2017142,Slovakia,,703,B,184642
2017,2017143,Ukraine,14,804,B,4964293
2017,2017144,Northern Europe,,924,,13946390
2017,2017145,Channel Islands,15,830,B,83082
2017,2017146,Denmark,,208,B,656789
2017,2017147,Estonia,,233,B,192962
2017,2017148,Faeroe Islands,,234,B,5735
2017,2017149,Finland,16,246,B,343582
2017,2017150,Iceland,,352,B,41853
2017,2017151,Ireland,,372,B,806549
2017,2017152,Isle of Man,,833,B,45872
2017,2017153,Latvia,,428,B,256889
2017,2017154,Lithuania,,440,B,124706
2017,2017155,Norway,17,578,B,798944
2017,2017156,Sweden,,752,B,1747710
2017,2017157,United Kingdom,,826,B,8841717
2017,2017158,Southern Europe,,925,,15957631
2017,2017159,Albania,,8,B,52484
2017,2017160,Andorra,,20,C,41039
2017,2017161,Bosnia-Herzegovina,,70,I R,37100
2017,2017162,Croatia,,191,B R,560483
2017,2017163,Gibraltar,,292,B,11152
2017,2017164,Greece,,300,B,1220395
2017,2017165,Holy See,18,336,I,792
2017,2017166,Italy,,380,B,5907461
2017,2017167,Malta,,470,B,45539
2017,2017168,Montenegro,,499,B,70984
2017,2017169,Portugal,,620,B,880188
2017,2017170,San Marino,,674,C,5243
2017,2017171,Serbia,19,688,B,801903
2017,2017172,Slovenia,,705,B,244790
2017,2017173,Spain,20,724,B,5947106
2017,2017174,Macedonia,21,807,B,130972
2017,2017175,Western Europe,,926,,27869485
2017,2017176,Austria,,40,B,1660283
2017,2017177,Belgium,,56,C,1268411
2017,2017178,France,,250,B,7902783
2017,2017179,Germany,,276,B,12165083
2017,2017180,Liechtenstein,,438,B,24683
2017,2017181,Luxembourg,,442,B,264073
2017,2017182,Monaco,,492,B,21255
2017,2017183,Netherlands,,528,B,2056520
2017,2017184,Switzerland,,756,B,2506394
2017,2017185,LATIN AMERICA AND THE CARIBBEAN,,904,,9508189
2017,2017186,Caribbean,,915,,1399747
2017,2017187,Anguilla,,660,B,5579
2017,2017188,Antigua and Barbuda,,28,B,28646
2017,2017189,Aruba,,533,B,36356
2017,2017190,Bahamas,,44,B,61806
2017,2017191,Barbados,,52,B,34660
2017,2017192,British Virgin Islands,,92,B,19959
2017,2017193,Caribbean Netherlands,22,535,B,13508
2017,2017194,Cayman Islands,,136,C,24355
2017,2017195,Cuba,,192,B,13136
2017,2017196,Curaçao,,531,B,38396
2017,2017197,Dominica,,212,B,6782
2017,2017198,Dominican Republic,,214,B,424964
2017,2017199,Grenada,,308,B,7124
2017,2017200,Guadeloupe,23,312,B,99350
2017,2017201,Haiti,,332,B,40533
2017,2017202,Jamaica,,388,B,23332
2017,2017203,Martinique,,474,B,61579
2017,2017204,Montserrat,,500,B,1364
2017,2017205,Puerto Rico,,630,B,273494
2017,2017206,St. Kitts and Nevis,,659,B,7587
2017,2017207,St. Lucia,,662,B,12889
2017,2017208,St. Vincent and the Grenadines,,670,B,4595
2017,2017209,St. Martin,,534,B,28260
2017,2017210,Trinidad and Tobago,,780,B,50214
2017,2017211,Turks and Caicos Islands,,796,B,24534
2017,2017212,Virgin Islands (U.S.),,850,B,56745
2017,2017213,Central America,,916,,2092819
2017,2017214,Belize,,84,B R ,59998
2017,2017215,Costa Rica,,188,B R,414214
2017,2017216,El Salvador,,222,B R,42323
2017,2017217,Guatemala,,320,B R,81528
2017,2017218,Honduras,,340,B R,38700
2017,2017219,Mexico,,484,B R,1224169
2017,2017220,Nicaragua,,558,B R,41159
2017,2017221,Panama,,591,B,190728
2017,2017222,South America,,931,,6015623
2017,2017223,Argentina,,32,B,2164524
2017,2017224,Bolivia,,68,B,148837
2017,2017225,Brazil,,76,B,735557
2017,2017226,Chile,,152,B,488571
2017,2017227,Colombia,,170,B,142319
2017,2017228,Ecuador,,218,B R,399068
2017,2017229,Falkland Islands (Malvinas),,238,B,1579
2017,2017230,French Guiana,,254,B,111718
2017,2017231,Guyana,,328,B,15530
2017,2017232,Paraguay,,600,B,160519
2017,2017233,Peru,,604,B,93780
2017,2017234,Suriname,,740,C,47699
2017,2017235,Uruguay,,858,B,79586
2017,2017236,Venezuela,,862,B,1426336
2017,2017237,NORTHERN AMERICA,,905,,57664154
2017,2017238,Bermuda,,60,B,18954
2017,2017239,Canada,,124,B,7861226
2017,2017240,Greenland,,304,B,6014
2017,2017241,St. Pierre and Miquelon,,666,B,990
2017,2017242,United States,,840,B,49776970
2017,2017243,OCEANIA,,909,,8410933
2017,2017244,Australia/New Zealand,,927,,8102983
2017,2017245,Australia,24,36,B,7035560
2017,2017246,New Zealand,,554,B,1067423
2017,2017247,Melanesia,,928,,118078
2017,2017248,Fiji,,242,B,13911
2017,2017249,New Caledonia,,540,B,66001
2017,2017250,Papua New Guinea,,598,C R,32389
2017,2017251,Solomon Islands,,90,B,2532
2017,2017252,Vanuatu,,548,B,3245
2017,2017253,Micronesia,,954,,117601
2017,2017254,Guam,,316,B,78027
2017,2017255,Kiribati,,296,B,3022
2017,2017256,Marshall Islands,,584,B,3292
2017,2017257,Micronesia,,583,B,2785
2017,2017258,Nauru,,520,C,3710
2017,2017259,Northern Mariana Islands,,580,B,21777
2017,2017260,Palau,,585,B,4988
2017,2017261,Polynesia,25,957,,72271
2017,2017262,American Samoa,,16,B,23561
2017,2017263,Cook Islands,,184,B,4213
2017,2017264,French Polynesia,,258,B,30687
2017,2017265,Niue,,570,B,553
2017,2017266,Samoa,,882,B,4879
2017,2017267,Tokelau,,772,B,504
2017,2017268,Tonga,,776,B,4952
2017,2017269,Tuvalu,,798,C,143
2017,2017270,Wallis and Futuna Islands,,876,B,2779
