Country,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.58192683,50.03409756,50.54056098,51.09497561,51.68982927,52.308,52.92919512,53.53763415,54.12665854,54.69726829,55.26504878,55.85673171,56.49309756,57.18478049,57.92485366,58.69778049,59.47592683,60.23012195,60.93770732,61.58712195,62.17585366,62.71192683,63.21292683,63.69490244,64.16339024,64.62439024,,
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,83.3804878,,
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634,77.13170732,,
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.09956098,47.50536585,47.9132439,48.34721951,48.81278049,49.3045122,49.80943902,50.31856098,50.83178049,51.36058537,51.93382927,52.58590244,53.33868293,54.19963415,55.16121951,56.20892683,57.31882927,58.45002439,59.56112195,60.62219512,61.60185366,62.47663415,63.24858537,63.92417073,64.50690244,65.00829268,,
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.86874481,74.96888851,75.28795006,75.39463683,75.69062967,75.81526525,76.06731014,76.36092239,76.59578319,76.82523695,77.15861119,77.4931243,77.60584482,77.69345183,78.19296345,78.36481648,78.73895726,78.96821226,79.1830529,79.44111941,79.72474962,80.23976651,80.25109831,80.53255827,80.92222407,81.1263925,,
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.56766767,54.76914991,54.93995465,55.09191155,55.23413005,55.37533534,55.5239572,55.68644914,55.8612383,56.05042408,56.29497812,56.57882164,56.90567768,57.27242531,57.67298618,58.09931901,58.54249191,58.98984074,59.42891472,59.85070682,60.25124564,60.63189366,61.00012177,61.35995106,61.71015899,62.04935535,,
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.81317073,75.22756098,75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.97560976,81.1804878,81.38536585,,
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.57085366,65.79331707,66.0112439,66.22414634,66.43353659,66.63890244,66.8402439,67.03756098,67.23085366,67.42012195,67.60585366,67.788,67.96709756,68.14314634,68.31768293,68.49178049,68.668,68.84590244,69.02702439,69.20885366,69.39085366,69.5695122,69.74373171,69.91143902,70.07112195,70.22426829,,
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6,76.84878049,77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.67073171,82.67073171,,
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.11463415,76.36341463,76.61463415,76.91463415,77.16585366,77.36585366,77.61707317,77.82195122,78.02682927,78.23170732,78.43658537,78.64146341,78.84390244,78.94390244,79.14146341,79.2902439,79.58780488,79.83658537,80.13658537,80.38780488,80.63902439,80.93902439,81.1902439,81.44146341,81.48536585,81.63414634,,
Micronesia,FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.19758537,66.31012195,66.42265854,66.53570732,66.6482439,66.7597561,66.86770732,66.97160976,67.07290244,67.17263415,67.2752439,67.38631707,67.50834146,67.64231707,67.78626829,67.93460976,68.08131707,68.21834146,68.34219512,68.45241463,68.55056098,68.64221951,68.73397561,68.83085366,68.93490244,69.04663415,,
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.1457561,61.16178049,61.08543902,60.94721951,60.76868293,60.55785366,60.31329268,60.038,59.74895122,59.47404878,59.25180488,59.12119512,59.10558537,59.21785366,59.46378049,59.84256098,60.33987805,60.92212195,61.55280488,62.20502439,62.85653659,63.48868293,64.09534146,64.67087805,65.20302439,65.68441463,,
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,81.60487805,,
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.99960976,69.96082927,69.94773171,69.98234146,70.07568293,70.2357561,70.46604878,70.74746341,71.05790244,71.3817561,71.69339024,71.97068293,72.19856098,72.3695122,72.48104878,72.53519512,72.5424878,72.52507317,72.50312195,72.48973171,72.49804878,72.53617073,72.60363415,72.69846341,72.82063415,72.96612195,,
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.75163415,57.15726829,57.43678049,57.57980488,57.59482927,57.50270732,57.34078049,57.1642439,57.02392683,56.95370732,56.98509756,57.13860976,57.39992683,57.75014634,58.17534146,58.65202439,59.15121951,59.64387805,60.10602439,60.52363415,60.89373171,61.22078049,61.52431707,61.82031707,62.11378049,62.4072439,,
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.91885366,50.52734146,51.00409756,51.35553659,51.58758537,51.69670732,51.68387805,51.57802439,51.42246341,51.26453659,51.17380488,51.22285366,51.44453659,51.85046341,52.43390244,53.15692683,53.9562439,54.7575122,55.50158537,56.16356098,56.7432439,57.26065854,57.76112195,58.27960976,58.82490244,59.39895122,,
Gambia,GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.24573171,52.5515122,52.85621951,53.17934146,53.52990244,53.91095122,54.31858537,54.73787805,55.15682927,55.57041463,55.97802439,56.381,56.78121951,57.17863415,57.57173171,57.95658537,58.32831707,58.68456098,59.02295122,59.3435122,59.64573171,59.93056098,60.20139024,60.46217073,60.71385366,60.95743902,,
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.02429268,49.3935122,49.7752439,50.16107317,50.54409756,50.9124878,51.24897561,51.54790244,51.80702439,52.03046341,52.22704878,52.41156098,52.602,52.81217073,53.05104878,53.32190244,53.6232439,53.94780488,54.28668293,54.63819512,55.00053659,55.37365854,55.75778049,56.14965854,56.54821951,56.95039024,,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.22160976,48.65992683,49.12529268,49.60580488,50.0934878,50.58085366,51.05995122,51.52321951,51.96460976,52.38060976,52.76414634,53.11170732,53.4292439,53.72370732,54.00202439,54.27956098,54.57021951,54.88297561,55.22187805,55.58497561,55.95895122,56.32602439,56.66834146,56.978,57.25553659,57.50839024,,
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.43658537,81.58780488,,
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.47502439,68.65380488,68.82560976,68.99139024,69.15419512,69.3175122,69.48631707,69.66163415,69.84746341,70.04429268,70.25160976,70.46792683,70.69073171,70.91602439,71.14280488,71.37258537,71.60690244,71.8467561,72.09014634,72.33407317,72.572,72.79641463,73.00329268,73.18909756,73.35334146,73.49953659,,
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.06829268,65.03170732,65.19609756,65.58536585,65.90097561,65.64414634,65.76731707,65.79804878,66.15707317,66.40341463,66.96341463,67.60780488,68.16268293,68.43536585,68.80682927,69.22073171,69.51926829,69.98268293,70.21341463,70.46780488,70.85707317,71.06243902,71.29902439,71.8304878,,,,
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.26378049,62.79914634,63.34826829,63.91168293,64.48692683,65.0665122,65.64441463,66.21209756,66.76146341,67.28346341,67.77102439,68.21658537,68.62112195,68.99109756,69.3314878,69.65434146,69.97568293,70.30558537,70.65104878,71.01260976,71.38621951,71.75885366,72.11846341,72.45402439,72.76202439,73.04297561,,
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.04409756,72.28760976,72.54007317,72.80453659,73.08395122,73.38131707,73.69917073,74.034,74.38229268,74.7384878,75.0975122,75.45121951,75.79507317,76.12512195,76.43897561,76.74034146,77.03246341,77.32104878,77.6102439,77.89902439,78.18285366,78.45656098,78.71439024,78.95363415,79.17373171,79.37763415,,
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.36756098,63.50217073,63.64909756,63.8047561,63.96704878,64.13346341,64.30092683,64.46646341,64.62804878,64.78363415,64.93119512,65.06970732,65.20065854,65.32507317,65.44292683,65.5532439,65.65653659,65.75382927,65.84660976,65.93682927,66.02641463,66.11878049,66.21587805,66.31765854,66.42614634,66.53936585,,
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.4316392,75.60488009,75.86152449,75.9429343,76.22719931,76.29244528,76.66644073,76.99918603,77.18360612,77.33820884,77.61678269,77.91327513,78.05537314,78.1797977,78.60094158,78.69842454,79.00269464,79.23508611,79.38339134,79.66030739,79.84218174,80.08194663,80.19796792,80.3808347,80.61483831,80.74130969,,
Hong Kong,HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.3804878,77.88292683,77.67804878,78.03170732,78.52926829,78.68292683,79.62682927,80.12682927,80.13170732,80.38292683,80.87804878,81.42439024,81.47804878,81.32926829,81.7804878,81.5804878,82.37560976,82.32682927,82.37560976,82.77560976,82.97804878,83.42195122,83.4804878,83.83170732,83.9804878,84.27804878,,
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.68904878,67.14363415,67.57919512,68.0087561,68.43680488,68.85839024,69.2615122,69.63070732,69.95897561,70.24580488,70.49419512,70.71212195,70.91104878,71.10295122,71.29282927,71.48217073,71.67297561,71.85926829,72.04102439,72.21829268,72.39504878,72.57278049,72.754,72.93970732,73.12990244,73.32460976,,
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.6498445,49.7474975,49.87892587,50.04950521,50.25155713,50.47994173,50.73718656,51.02843185,51.36011198,51.73955294,52.17742899,52.68462429,53.26292762,53.90680985,54.60455923,55.34084123,56.09826368,56.85666492,57.59680361,58.30389402,58.96646682,59.57860688,60.14651181,60.67593748,61.16724084,61.6223619,,
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,,
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.56931707,54.91441463,55.25595122,55.59846341,55.9405122,56.27565854,56.59495122,56.89290244,57.16902439,57.42626829,57.67604878,57.92978049,58.19936585,58.4952439,58.82092683,59.17946341,59.56992683,59.98241463,60.40653659,60.83378049,61.25319512,61.6552439,62.03436585,62.388,62.71314634,63.01078049,,
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.96097561,,
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.44175898,65.69053252,65.89395483,66.08293835,66.33513452,66.62247192,66.96143127,67.31870138,67.65182869,67.93842026,68.25188245,68.57579036,68.87857596,69.18160353,69.49764255,69.78631275,70.11443797,70.42523948,70.71417844,71.02548525,71.30696304,71.60250652,71.86153187,72.11589743,72.34335635,72.55544022,,
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.1554121,63.37235277,63.54476098,63.71087907,63.93012328,64.18125386,64.4775484,64.7960531,65.09081405,65.35849501,65.65701,65.96854865,66.27287383,66.58788359,66.92221269,67.24279352,67.59903674,67.94414797,68.27134744,68.61169322,68.92197931,69.23511107,69.51357594,69.78210044,70.02402922,70.24842028,,
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.75863343,53.92904626,54.10707812,54.29316899,54.49396091,54.71476594,54.9578887,55.21930105,55.49669156,55.80369169,56.14469728,56.52928924,56.95905102,57.43449649,57.94934697,58.49378303,59.0573118,59.62749611,60.18825967,60.72666354,61.23310031,61.7024605,62.13760262,62.54378434,62.92237258,63.27507351,,
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.18087968,55.16998515,55.14628218,55.10175933,55.05991846,55.02693458,55.01355808,55.02964654,55.06911502,55.15151863,55.29236981,55.49982799,55.77811628,56.11098554,56.50454897,56.94700671,57.42841891,57.93395003,58.44613306,58.94992619,59.4382176,59.89242819,60.30603558,60.68853703,61.03881152,61.35832808,,
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.25990244,63.61629268,63.97426829,64.32829268,64.67385366,65.00187805,65.30582927,65.58217073,65.82939024,66.04946341,66.24687805,66.43012195,66.6082439,66.78880488,66.97487805,67.16856098,67.3684878,67.56973171,67.76829268,67.96314634,68.15273171,68.33741463,68.51758537,68.69512195,68.8684878,69.03863415,,
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.03928504,53.30192788,53.58254014,53.88589439,54.20950063,54.55819064,54.93001221,55.31415872,55.71023902,56.12885621,56.56886657,57.0404785,57.54413118,58.0884918,58.6617343,59.25516537,59.85814685,60.4595565,61.04404418,61.59966225,62.11612449,62.59424284,63.04081966,63.45961686,63.8531217,64.22299397,,
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,76.52926829,,,,,,,,77.96585366,,,,,,,,,,,,,,,
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.92653659,58.42253659,58.92941463,59.43678049,59.93770732,60.4247561,60.89297561,61.34290244,61.77502439,62.19085366,62.59339024,62.98563415,63.37453659,63.76497561,64.15839024,64.56009756,64.97090244,65.3897561,65.81065854,66.23017073,66.63992683,67.03165854,67.40007317,67.73934146,68.05002439,68.33260976,,
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.80909756,75.00526829,75.18095122,75.33612195,75.47680488,75.61756098,75.83170732,75.98536585,76.1804878,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,81,81.34878049,81.50243902,,
Iran,IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.88287805,65.14534146,66.2035122,67.07821951,67.77139024,68.30592683,68.72214634,69.07631707,69.41556098,69.76595122,70.13719512,70.52165854,70.89843902,71.25385366,71.59363415,71.93070732,72.28363415,72.66321951,73.07309756,73.50919512,73.95619512,74.39460976,74.80282927,75.16541463,75.47819512,75.74263415,,
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.1317561,66.74095122,67.26443902,67.73543902,68.1527561,68.51026829,68.79729268,69.00678049,69.13856098,69.19592683,69.17931707,69.09,68.94202439,68.75731707,68.56012195,68.38168293,68.25502439,68.19653659,68.21431707,68.31246341,68.48217073,68.70473171,68.9507561,69.19546341,69.42560976,69.63460976,,
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.03634146,77.99195122,78.7602439,78.93463415,79.24707317,77.98439024,78.77780488,78.88536585,79.60243902,79.35121951,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.86097561,,
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.60731707,76.75853659,76.50487805,77.15365854,77.40243902,77.45121951,78.10487805,78,78.14878049,78.65853659,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,,
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,83.4902439,,
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.01597561,71.98753659,71.96273171,71.94365854,71.93536585,71.94239024,71.96819512,72.01570732,72.08685366,72.18465854,72.31317073,72.47695122,72.67502439,72.90292683,73.15560976,73.42802439,73.71512195,74.00878049,74.30043902,74.58253659,74.8464878,75.0852439,75.29982927,75.49026829,75.65853659,75.80668293,,
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.92085366,70.15731707,70.37226829,70.5687561,70.7512439,70.92573171,71.09568293,71.26356098,71.43287805,71.60509756,71.7797561,71.95636585,72.1324878,72.30460976,72.4737561,72.63890244,72.80156098,72.96219512,73.12229268,73.28085366,73.43839024,73.59390244,73.74690244,73.89692683,74.04495122,74.19102439,,
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.83682927,79.10073171,79.15390244,79.29365854,79.68707317,79.53634146,80.2002439,80.42414634,80.50146341,80.57073171,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.84365854,,
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.33658537,67.98292683,67.73170732,66.72682927,65.67317073,64.9195122,64.1097561,64.46341463,64.56097561,65.5195122,65.51707317,65.76829268,65.96829268,65.86585366,65.88780488,65.9097561,66.16097561,66.50487805,67.02195122,68.42926829,68.29536585,68.98,69.61,70.45,71.62,72,,
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.54682927,56.93060976,56.22587805,55.46368293,54.68407317,53.92356098,53.21509756,52.59504878,52.1077561,51.80104878,51.74092683,51.98785366,52.5427561,53.3845122,54.47895122,55.78021951,57.22797561,58.73907317,60.22856098,61.63163415,62.88814634,63.96058537,64.85992683,65.60307317,66.19414634,66.64565854,,
Kyrgyzstan,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.29756098,68.55121951,68.10243902,67.19268293,66.03902439,65.7902439,66.54390244,66.89268293,67.05121951,68.65609756,68.55853659,68.70731707,68.15609756,68.25609756,68.15365854,67.95609756,67.69512195,67.89512195,68.45121951,69.10243902,69.3,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,,
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.51007317,53.83634146,54.15078049,54.4417561,54.75021951,55.12165854,55.58602439,56.14385366,56.79160976,57.52880488,58.35087805,59.24726829,60.1874878,61.13758537,62.07360976,62.96921951,63.80209756,64.56634146,65.2584878,65.87597561,66.41968293,66.89739024,67.32739024,67.72802439,68.1062439,68.47204878,,
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.35082927,60.83458537,61.29973171,61.73729268,62.13978049,62.50565854,62.83731707,63.14460976,63.43290244,63.70260976,63.95068293,64.17312195,64.36646341,64.53073171,64.66990244,64.78697561,64.88841463,64.98070732,65.07239024,65.169,65.27756098,65.40265854,65.54385366,65.70017073,65.87060976,66.05219512,,
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,67.95121951,,,,,70.03634146,,,,,71.33658537,,,,,,,,,,,,,,,
South Korea,KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2997561,71.7302439,72.2004878,72.68195122,73.04317073,73.39439024,73.83121951,74.24780488,74.6802439,75.37341463,75.83536585,76.34195122,76.83902439,77.2502439,77.84658537,78.43268293,78.96926829,79.3495122,79.83268293,80.29731707,80.55121951,80.96707317,81.21341463,81.70512195,82.15585366,82.15585366,,
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.30514634,72.44853659,72.57685366,72.69363415,72.80187805,72.90258537,72.9972439,73.08639024,73.169,73.24809756,73.32370732,73.39585366,73.46404878,73.5297561,73.59597561,73.66514634,73.74121951,73.82514634,73.91887805,74.02143902,74.13285366,74.25165854,74.37441463,74.49868293,74.6234878,74.74682927,,
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.5110631,67.86955626,68.24133968,68.62288574,69.01454104,69.41092788,69.80700683,70.19711976,70.57315467,70.93407954,71.27607582,71.59847956,71.90451456,72.1952236,72.47454842,72.74393402,73.00611736,73.26252817,73.51496587,73.76332564,74.00789206,74.24702414,74.47922841,74.70349166,74.92018456,75.13039619,,
Laos,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.55207317,54.05270732,54.55643902,55.06782927,55.58746341,56.11729268,56.65682927,57.20343902,57.75756098,58.31617073,58.8797561,59.44982927,60.02541463,60.60202439,61.17712195,61.74421951,62.29773171,62.83365854,63.3484878,63.83868293,64.30329268,64.74031707,65.15378049,65.54719512,65.92263415,66.28404878,,
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.22114634,70.53604878,70.87678049,71.24621951,71.64387805,72.06819512,72.51717073,72.98387805,73.46141463,73.94482927,74.43170732,74.92112195,75.41209756,75.89921951,76.375,76.82897561,77.25014634,77.6334878,77.97646341,78.27756098,78.53826829,78.76456098,78.96541463,79.15031707,79.32626829,79.4982439,,
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.20243902,47.42273171,47.8514878,48.48365854,49.28695122,50.16282927,50.9795122,51.63331707,52.0707561,52.30117073,52.40760976,52.52743902,52.7967561,53.30509756,54.06414634,55.03107317,56.11334146,57.18326829,58.14170732,58.95163415,59.6055122,60.12880488,60.58953659,61.04117073,61.5012439,61.98021951,,
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.62990244,68.96873171,69.27507317,69.54090244,69.76568293,69.95090244,70.10102439,70.2275122,70.34180488,70.45185366,70.57253659,70.71678049,70.88553659,71.07485366,71.27680488,71.471,71.63107317,71.73865854,71.78695122,71.7805122,71.73697561,71.68334146,71.65007317,71.65909756,71.71939024,71.83039024,,
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.04943902,71.13817073,71.1945122,71.2145122,71.20514634,71.18095122,71.1574878,71.15529268,71.19136585,71.27617073,71.42353659,71.64280488,71.92436585,72.2537561,72.61809756,72.99563415,73.36214634,73.69995122,73.99673171,74.24614634,74.45065854,74.6217561,74.77865854,74.93773171,75.10436585,75.2835122,,
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.78756795,68.13867471,68.50237706,68.87600049,69.2596147,69.64825514,70.03722057,70.42069174,70.79088567,71.14654618,71.49048847,71.80863119,72.11244215,72.39844483,72.67156077,72.93461145,73.19071497,73.44009847,73.68192639,73.92526865,74.16438652,74.39995913,74.62757504,74.848883,75.06371707,75.27120874,,
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.69973692,51.97191451,52.2794369,52.62515647,53.00198475,53.40387755,53.82746305,54.26999759,54.72969449,55.20694594,55.70534573,56.23174458,56.7910298,57.38256549,58.00044906,58.63727333,59.28447956,59.93060337,60.56390493,61.17491514,61.75359909,62.29236486,62.79193465,63.25377625,63.67757136,64.0646819,,
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.82757664,49.92996647,50.05436393,50.20691803,50.3814688,50.5796627,50.81358057,51.09605287,51.436865,51.84206289,52.31635846,52.86199624,53.47259386,54.13790408,54.84602026,55.58465239,56.34193117,57.10391636,57.85569003,58.58318768,59.27368388,59.91839028,60.51870252,61.07649225,61.59026379,62.06047438,,
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.07317073,,
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.6552439,69.75795122,69.77514634,69.69592683,69.54565854,69.39726829,69.35087805,69.48131707,69.82585366,70.37609756,71.07968293,71.84919512,72.57958537,73.18931707,73.64482927,73.93560976,74.08507317,74.15512195,74.20117073,74.24765854,74.31302439,74.4072439,74.52431707,74.65929268,74.81465854,74.98895122,,
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.51327503,59.82944232,60.18390187,60.51412528,60.83836607,61.15763163,61.48362547,61.81748623,62.15027062,62.46910141,62.77386848,63.09838756,63.41932207,63.75037636,64.09121385,64.43795562,64.79907534,65.16581905,65.52903001,65.90151693,66.26247496,66.59661259,66.90478931,67.19332042,67.45876614,67.7051777,,
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.10605218,63.32667319,63.49355771,63.65308903,63.86816184,64.11405956,64.40477325,64.71889154,65.01158687,65.28152437,65.57977546,65.89344233,66.2010013,66.5204032,66.85716377,67.1800052,67.53803377,67.88503967,68.21289415,68.55521334,68.86513362,69.17862416,69.45985393,69.72966133,69.97035579,70.19326103,,
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.07634146,59.33082927,59.25617073,58.80295122,57.9692439,56.75968293,55.20987805,53.4467561,51.61558537,49.84112195,48.2785122,47.07041463,46.2695122,45.89558537,45.94846341,46.38702439,47.12468293,48.02319512,48.95743902,49.85380488,50.66121951,51.36119512,51.98656098,52.56502439,53.09321951,53.57009756,,
